,mrna,rpf,te,note,gene
YBR106W,1093.93,1171.9,0.099329044,"Probable membrane protein, involved in phosphate transport; pho88 pho86 double null mutant exhibits enhanced synthesis of repressible acid phosphatase at high inorganic phosphate concentrations",PHO88
YFL045C,832.56,1165.18,0.484926692,"Phosphomannomutase, involved in synthesis of GDP-mannose and dolichol-phosphate-mannose; required for folding and glycosylation of secretory proteins in the ER lumen",SEC53
YGR240C,974.52,1155.47,0.245716104,"Alpha subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes",PFK1
YGR285C,768.05,1152.24,0.585169108,"Ribosome-associated chaperone, functions in ribosome biogenesis and, in partnership with Ssz1p and SSb1/2, as a chaperone for nascent polypeptide chains; contains a DnaJ domain and functions as a J-protein partner for Ssb1p and Ssb2p",ZUO1
YHR072W-A,518.31,1149.28,1.148843192,"Constituent of small nucleolar ribonucleoprotein particles containing H/ACA-type snoRNAs, which are required for pseudouridylation and processing of pre-18S rRNA",NOP10
YNL079C,537.96,1136.06,1.078468221,"Major isoform of tropomyosin; binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; acetylated by the NatB complex and acetylated form binds actin most efficiently",TPM1
YNL064C,661.02,1128.9,0.772151867,Protein chaperone involved in regulation of the HSP90 and HSP70 functions; involved in protein translocation across membranes; member of the DnaJ family,YDJ1
YAL012W,518.26,1103.08,1.089789471,"Cystathionine gamma-lyase, catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine",CYS3
YDR461W,373.8,1089.77,1.543685207,"Mating pheromone a-factor, made by a cells; interacts with alpha cells to induce cell cycle arrest and other responses leading to mating; biogenesis involves C-terminal modification, N-terminal proteolysis, and export; also encoded by MFA2",MFA1
YBR127C,917.04,1079.44,0.235226486,"Subunit B of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throughout the endomembrane system; contains nucleotide binding sites; also detected in the cytoplasm",VMA2
YLR043C,735.08,1063.76,0.53319952,"Cytoplasmic thioredoxin isoenzyme of the thioredoxin system which protects cells against oxidative and reductive stress, forms LMA1 complex with Pbi2p, acts as a cofactor for Tsa1p, required for ER-Golgi transport and vacuole inheritance",TRX1
YDL185W,969.36,1052.15,0.11823594,"Subunit A of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease",VMA1
YCL043C,878.05,1031.64,0.232564617,"Protein disulfide isomerase, multifunctional protein resident in the endoplasmic reticulum lumen, essential for the formation of disulfide bonds in secretory and cell-surface proteins, unscrambles non-native disulfide bonds",PDI1
YDL192W,1009.99,1030.89,0.029549391,"ADP-ribosylation factor, GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi; functionally interchangeable with Arf2p",ARF1
YEL026W,697.07,1019.43,0.548387271,"RNA binding protein, part of U3 snoRNP involved in rRNA processing, part of U4/U6-U5 tri-snRNP involved in mRNA splicing, similar to human 15.5K protein",SNU13
YKL117W,334.91,1016.13,1.601239628,Co-chaperone that binds to and regulates Hsp90 family chaperones; important for pp60v-src activity in yeast; homologous to the mammalian p23 proteins and like p23 can regulate telomerase activity,SBA1
YDL014W,528.22,1014.15,0.941060221,"Nucleolar protein, component of the small subunit processome complex, which is required for processing of pre-18S rRNA; has similarity to mammalian fibrillarin",NOP1
YPR149W,671.14,1013.65,0.594873945,Protein of unknown function; contains transmembrane domains; involved in secretion of proteins that lack classical secretory signal sequences; component of the detergent-insoluble glycolipid-enriched complexes (DIGs),NCE102
YGR234W,733.03,1010.58,0.463239385,"Nitric oxide oxidoreductase, flavohemoglobin involved in nitric oxide detoxification; plays a role in the oxidative and nitrosative stress responses",YHB1
YLR286C,852.02,1002.72,0.234959602,"Endochitinase, required for cell separation after mitosis; transcriptional activation during the G1 phase of the cell cycle is mediated by transcription factor Ace2p",CTS1
YPR074C,943.94,1002.23,0.086446563,"Transketolase, similar to Tkl2p; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids",TKL1
YHL034C,418.71,998.7,1.254099997,Putative RNA binding protein; involved in translational repression and found in cytoplasmic P bodies; found associated with small nucleolar RNAs snR10 and snR11,SBP1
YBR025C,820.32,998.55,0.283647866,P-loop ATPase with similarity to human OLA1 and bacterial YchF; identified as specifically interacting with the proteasome; protein levels are induced by hydrogen peroxide,OLA1
YMR205C,932.99,994.59,0.092240308,"Beta subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes",PFK2
YHR064C,840.24,987.23,0.232584768,Hsp70 protein that interacts with Zuo1p (a DnaJ homolog) to form a ribosome-associated complex that binds the ribosome via the Zuo1p subunit; also involved in pleiotropic drug resistance via sequential activation of PDR1 and PDR5; binds ATP,SSZ1
YER009W,697.65,984.89,0.497459162,"Nuclear envelope protein, interacts with GDP-bound Gsp1p and with proteins of the nuclear pore to transport Gsp1p into the nucleus where it is an essential player in nucleocytoplasmic transport",NTF2
YMR260C,820.27,980.61,0.257580609,"Translation initiation factor eIF1A, essential protein that forms a complex with Sui1p (eIF1) and the 40S ribosomal subunit and scans for the start codon; C-terminus associates with Fun12p (eIF5B); N terminus interacts with eIF2 and eIF3",TIF11
YNL255C,491.83,972.3,0.983241784,"RNA binding protein that binds to mRNAs coding for RNA processing factors, chromatin modifiers and GTPases; has sequence and functional similarity to CNBP, a gene involved in myotonic dystrophy type 2; contains seven CCHC zinc-finger motifs",GIS2
YGR180C,614.74,938.42,0.610257399,"Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits",RNR4
YPR035W,597.54,936.46,0.64818208,"Glutamine synthetase (GS), synthesizes glutamine from glutamate and ammonia; with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source and by amino acid limitation",GLN1
YLR180W,622.18,934.25,0.586476638,"S-adenosylmethionine synthetase, catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; one of two differentially regulated isozymes (Sam1p and Sam2p)",SAM1
YDL084W,869.01,922.96,0.086895346,Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56,SUB2
YDR381W,558.6,918.82,0.717966687,"RNA binding protein required for export of poly(A)+ mRNA from the nucleus; proposed to couple mRNA export with 3' end processing via its interactions with Mex67p and Pcf11p; functionally redundant with Yra2p, another REF family member",YRA1
YDR023W,678.92,912.5,0.426582973,"Cytosolic seryl-tRNA synthetase, class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser), displays tRNA-dependent amino acid recognition which enhances discrimination of the serine substrate, interacts with peroxin Pex21p",SES1
YJR139C,674.27,912.33,0.436229348,"Homoserine dehydrogenase (L-homoserine:NADP oxidoreductase), dimeric enzyme that catalyzes the third step in the common pathway for methionine and threonine biosynthesis; enzyme has nucleotide-binding, dimerization and catalytic regions",HOM6
YNL244C,776.61,911.73,0.231416363,Translation initiation factor eIF1; component of a complex involved in recognition of the initiator codon; modulates translation accuracy at the initiation phase,SUI1
YOR027W,521.83,897.58,0.782460643,"Hsp90 cochaperone, interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop",STI1
YGL105W,687.66,895.03,0.380240611,"Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases (Mes1p and Gus1p), delivering tRNA to them, stimulating catalysis, and ensuring their localization to the cytoplasm; also binds quadruplex nucleic acids",ARC1
YJR105W,576.79,881.16,0.611357853,"Adenosine kinase, required for the utilization of S-adenosylmethionine (AdoMet); may be involved in recycling adenosine produced through the methyl cycle",ADO1
YOR153W,1371.0,879.71,-0.640128654,"Plasma membrane ATP-binding cassette (ABC) transporter, multidrug transporter actively regulated by Pdr1p; also involved in steroid transport, cation resistance, and cellular detoxification during exponential growth",PDR5
YGR155W,717.84,871.81,0.280351436,"Cystathionine beta-synthase, catalyzes synthesis of cystathionine from serine and homocysteine, the first committed step in cysteine biosynthesis; responsible for hydrogen sulfide generation; mutations in human ortholog cause homocystinuria",CYS4
YDL126C,707.66,867.55,0.293890533,"ATPase in ER, nuclear membrane and cytosol with homology to mammalian p97; in a complex with Npl4p and Ufd1p participates in retrotranslocation of ubiquitinated proteins from the ER into the cytosol for degradation by the proteasome",CDC48
YOL139C,653.4,862.74,0.400959392,Cytoplasmic mRNA cap binding protein and translation initiation factor eIF4E; the eIF4E-cap complex is responsible for mediating cap-dependent mRNA translation via interactions with translation initiation factor eIF4G (Tif4631p or Tif4632p),CDC33
YDR432W,384.11,850.11,1.146130007,"RNA-binding protein that promotes elongation, regulates termination, and carries poly(A) mRNA from nucleus to cytoplasm; required for pre-mRNA splicing; dissociation from mRNAs promoted by Mtr10p; phosphorylated by Sky1p in the cytoplasm",NPL3
YDR037W,670.28,845.26,0.334631292,Lysyl-tRNA synthetase,KRS1
YDR353W,486.07,836.68,0.783511855,"Cytoplasmic thioredoxin reductase, key regulatory enzyme that determines the redox state of the thioredoxin system, which acts as a disulfide reductase system and protects cells against both oxidative and reductive stress",TRR1
YGL245W,751.02,834.77,0.152527426,"Glutamyl-tRNA synthetase (GluRS), forms a complex with methionyl-tRNA synthetase (Mes1p) and Arc1p; complex formation increases the catalytic efficiency of both tRNA synthetases and ensures their correct localization to the cytoplasm",GUS1
YER178W,913.7,821.16,-0.154057202,"E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex, catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose",PDA1
YGL009C,777.83,816.7,0.070351349,"Isopropylmalate isomerase, catalyzes the second step in the leucine biosynthesis pathway",LEU1
YIL078W,792.74,814.25,0.038624041,"Threonyl-tRNA synthetase, essential cytoplasmic protein",THS1
YNL208W,447.39,799.66,0.837853714,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; potential orthologs found in other fungi",YNL208W
YLR390W-A,270.43,791.51,1.549352373,"Covalently linked cell wall glycoprotein, present in the inner layer of the cell wall",CCW14
YDR158W,448.35,791.0,0.819052297,"Aspartic beta semi-aldehyde dehydrogenase, catalyzes the second step in the common pathway for methionine and threonine biosynthesis; expression regulated by Gcn4p and the general control of amino acid synthesis",HOM2
YGR086C,658.33,790.94,0.264757315,"Primary component of eisosomes, which are large immobile cell cortex structures associated with endocytosis; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; detected in phosphorylated state in mitochondria",PIL1
YBL030C,437.25,772.08,0.820291958,"Major ADP/ATP carrier of the mitochondrial inner membrane, exchanges cytosolic ADP for mitochondrially synthesized ATP; also imports heme and ATP; phosphorylated; required for viability in many lab strains that carry a sal1 mutation",PET9
YPL225W,421.06,765.2,0.861811045,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm",YPL225W
YOR204W,598.41,749.52,0.324832691,"ATP-dependent DEAD (Asp-Glu-Ala-Asp)-box RNA helicase, required for translation initiation of all yeast mRNAs; mutations in human DEAD-box DBY are a frequent cause of male infertility",DED1
